2443.73901367188,2026-01-13T06:59:25Z
2444.72436523438,2026-01-13T06:59:37Z
2446.83642578125,2026-01-13T06:59:49Z
2447.57543945313,2026-01-13T07:00:01Z
2448.21826171875,2026-01-13T07:00:16Z
2447.8935546875,2026-01-13T07:00:28Z
2447.65356445313,2026-01-13T07:00:40Z
2446.53393554688,2026-01-13T07:00:53Z
2446.01147460938,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:05Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:06Z
2446.47607421875,2026-01-13T07:01:07Z
2446.47607421875,2026-01-13T07:01:07Z
2446.47607421875,2026-01-13T07:01:07Z
2446.47607421875,2026-01-13T07:01:07Z
2446.47607421875,2026-01-13T07:01:07Z
2448.18359375,2026-01-13T07:01:19Z
2447.02026367188,2026-01-13T07:01:31Z
2449.27880859375,2026-01-13T07:01:56Z
2452.388671875,2026-01-13T07:02:06Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
2452.65502929688,2026-01-13T07:02:10Z
